Date,Open,High,Low,Close,Adj Close,Volume
2020-04-20,150.929993,153.000000,150.089996,151.669998,144.020065,12226200
2020-04-21,150.119995,151.639999,148.570007,149.679993,142.130417,9951100
2020-04-22,152.809998,155.000000,151.729996,152.990005,145.273468,11515600
2020-04-23,154.250000,157.000000,153.699997,155.509995,147.666367,10665000
2020-04-24,155.570007,156.300003,153.639999,154.860001,147.049149,8653400
2020-04-27,154.809998,156.050003,154.000000,154.289993,146.507889,8924000
2020-04-28,151.250000,153.100006,150.699997,151.389999,143.754166,8558700
2020-04-29,151.380005,151.630005,149.160004,150.240005,142.662201,9285200
2020-04-30,148.460007,150.429993,147.160004,150.039993,142.472260,14829600
2020-05-01,149.619995,149.669998,146.789993,148.289993,140.810516,7309000
2020-05-04,148.770004,149.080002,147.089996,148.270004,140.791550,7198400
2020-05-05,149.000000,150.779999,148.639999,149.500000,141.959503,6562300
2020-05-06,150.000000,150.320007,148.039993,148.080002,140.611130,6191600
2020-05-07,149.369995,149.529999,147.130005,147.589996,140.145844,5570500
2020-05-08,148.919998,149.179993,147.889999,148.699997,141.199860,4712100
2020-05-11,148.449997,150.100006,148.119995,149.110001,141.589142,5887500
2020-05-12,150.100006,150.339996,147.029999,147.139999,139.718521,7039200
2020-05-13,146.080002,148.949997,146.009995,147.130005,139.709061,6970500
2020-05-14,145.389999,147.759995,144.259995,147.639999,140.193314,6871400
2020-05-15,147.869995,150.479996,145.660004,150.440002,142.852081,10340400
2020-05-18,152.490005,153.619995,150.460007,150.520004,142.928070,7388400
2020-05-19,150.100006,151.100006,148.399994,149.020004,141.503708,6107300
2020-05-20,149.750000,150.389999,147.270004,147.679993,140.231339,5713400
2020-05-21,148.500000,148.500000,145.820007,146.710007,139.310242,6487300
2020-05-22,144.570007,146.289993,144.059998,144.369995,138.038544,6140900
2020-05-26,146.190002,146.440002,144.300003,144.559998,138.220230,7072300
2020-05-27,144.320007,145.250000,143.009995,144.889999,138.535751,7950000
2020-05-28,146.020004,148.110001,145.809998,146.970001,140.524521,6189600
2020-05-29,147.960007,149.350006,145.330002,148.750000,142.226456,8504000
2020-06-01,147.289993,148.339996,146.009995,147.190002,140.734863,6141800
2020-06-02,147.059998,148.350006,146.119995,148.250000,141.748398,6078300
2020-06-03,148.520004,149.139999,146.449997,148.649994,142.130844,6339500
2020-06-04,146.800003,148.369995,145.580002,146.729996,140.295044,8170500
2020-06-05,147.690002,149.639999,146.600006,147.300003,140.840073,9725400
2020-06-08,145.880005,147.610001,145.740005,146.770004,140.333282,7555600
2020-06-09,148.250000,149.330002,145.649994,145.960007,139.558838,8247200
2020-06-10,146.600006,150.029999,146.600006,147.800003,141.318130,10137100
2020-06-11,148.580002,149.169998,140.750000,140.869995,134.692047,11913300
2020-06-12,142.839996,143.710007,140.279999,142.149994,135.915924,8687400
2020-06-15,141.000000,142.399994,139.389999,141.250000,135.055389,8649600
2020-06-16,144.089996,145.419998,142.770004,144.460007,138.124603,7579100
2020-06-17,144.899994,145.419998,143.470001,144.020004,137.703903,5100100
2020-06-18,142.520004,144.119995,141.869995,143.410004,137.120667,4797400
2020-06-19,145.789993,145.880005,143.250000,143.830002,137.522232,12206900
2020-06-22,143.470001,143.660004,142.029999,143.389999,137.101517,5285600
2020-06-23,143.740005,144.080002,142.679993,142.860001,136.594788,5921600
2020-06-24,141.490005,142.190002,138.720001,139.820007,133.688110,8211200
2020-06-25,140.570007,140.570007,137.539993,139.669998,133.544678,7421200
2020-06-26,139.529999,139.600006,137.020004,137.809998,131.766235,12849700
2020-06-29,138.740005,139.699997,137.979996,139.039993,132.942307,5309800
2020-06-30,139.399994,141.020004,137.839996,140.630005,134.462585,7738300
2020-07-01,140.690002,141.389999,140.059998,140.380005,134.223557,6174800
2020-07-02,141.250000,141.839996,140.330002,140.970001,134.787659,5152200
2020-07-06,142.169998,143.770004,141.880005,142.979996,136.709503,6156400
2020-07-07,141.389999,143.970001,141.229996,142.850006,136.585220,5622600
2020-07-08,142.869995,143.389999,141.699997,143.270004,136.986786,6257400
2020-07-09,142.759995,144.429993,140.580002,142.490005,136.241013,5738600
2020-07-10,142.750000,142.869995,141.429993,142.369995,136.126266,4282400
2020-07-13,143.610001,146.639999,143.279999,145.210007,138.841736,6951900
2020-07-14,145.320007,148.389999,145.259995,147.919998,141.432892,7447100
2020-07-15,149.729996,150.210007,148.229996,148.259995,141.757935,8512800
2020-07-16,148.679993,149.339996,146.679993,149.250000,142.704529,9304700
2020-07-17,150.000000,150.580002,148.690002,149.350006,142.800156,7441100
2020-07-20,150.229996,150.320007,148.429993,149.600006,143.039200,6191500
2020-07-21,149.600006,151.669998,149.500000,149.740005,143.173035,5575900
2020-07-22,149.929993,150.410004,147.850006,150.009995,143.431198,5910200
2020-07-23,150.210007,150.850006,149.279999,149.610001,143.048752,6566300
2020-07-24,150.500000,150.600006,147.029999,148.119995,141.624084,5405900
2020-07-27,147.369995,148.919998,146.860001,147.179993,140.725311,5675200
2020-07-28,147.399994,147.990005,146.750000,146.830002,140.390671,4842200
2020-07-29,146.389999,147.470001,146.070007,146.539993,140.113388,4489100
2020-07-30,147.440002,147.500000,146.139999,146.839996,140.400238,5922500
2020-07-31,146.660004,147.449997,143.960007,145.759995,139.367584,8259600
2020-08-03,146.389999,147.789993,146.149994,147.350006,140.887863,4078700
2020-08-04,146.990005,147.220001,145.820007,147.220001,140.763565,4162200
2020-08-05,149.100006,149.309998,147.800003,148.399994,141.891800,5467500
2020-08-06,148.399994,149.250000,146.500000,147.550003,141.079102,4837900
2020-08-07,147.509995,148.649994,147.149994,148.600006,142.083038,3635100
2020-08-10,148.860001,149.009995,147.720001,148.029999,141.538055,4096600
2020-08-11,149.139999,149.229996,146.369995,146.970001,140.524521,6388400
2020-08-12,147.539993,150.240005,147.490005,149.660004,143.096558,5257300
2020-08-13,148.539993,149.190002,147.529999,148.000000,141.509369,5155500
2020-08-14,147.610001,149.339996,147.580002,148.240005,141.738831,4240200
2020-08-17,148.320007,150.229996,148.229996,148.990005,142.455933,4306900
2020-08-18,149.259995,150.100006,148.570007,150.089996,143.507706,4322600
2020-08-19,149.580002,151.580002,149.320007,150.389999,143.794556,7816300
2020-08-20,149.750000,151.580002,149.550003,151.419998,144.779373,4874700
2020-08-21,151.779999,153.649994,150.589996,152.759995,146.060593,6722800
2020-08-24,152.740005,152.899994,150.350006,152.149994,146.445602,5387900
2020-08-25,152.779999,153.070007,151.539993,152.059998,146.358994,3863500
2020-08-26,151.860001,152.649994,150.639999,152.300003,146.589981,8008300
2020-08-27,152.419998,153.259995,151.889999,152.979996,147.244492,5575400
2020-08-28,152.740005,153.699997,151.899994,153.639999,147.879761,5395700
2020-08-31,153.000000,154.399994,152.259995,153.410004,147.658356,6362700
2020-09-01,153.869995,154.080002,150.070007,151.520004,145.839233,6307700
2020-09-02,150.789993,154.330002,149.250000,153.830002,148.062607,6881900
2020-09-03,154.830002,155.470001,148.300003,149.550003,143.943085,8672800
2020-09-04,150.169998,150.949997,147.130005,148.589996,143.019073,7200100
2020-09-08,150.250000,150.889999,146.899994,147.259995,141.738937,8756800
2020-09-09,148.149994,151.100006,148.119995,149.699997,144.087479,6960700
2020-09-10,149.250000,149.779999,146.520004,146.910004,141.402084,6191800
2020-09-11,147.050003,148.529999,146.630005,147.779999,142.239441,3934700
2020-09-14,148.119995,149.470001,148.009995,148.350006,142.788086,4375800
2020-09-15,149.449997,150.589996,148.520004,148.889999,143.307846,3658800
2020-09-16,149.389999,150.059998,148.350006,148.399994,142.836182,4323000
2020-09-17,148.039993,148.630005,146.050003,147.169998,141.652328,5461400
2020-09-18,146.509995,149.649994,146.199997,149.179993,143.586960,12174000
2020-09-21,147.580002,147.929993,142.960007,145.100006,139.659927,7574500
2020-09-22,144.690002,145.350006,143.720001,144.210007,138.803299,5295900
2020-09-23,147.479996,147.550003,144.380005,144.440002,139.024673,8784400
2020-09-24,144.559998,145.250000,143.339996,144.669998,139.246048,5614800
2020-09-25,144.000000,146.250000,143.889999,145.660004,140.198929,5531200
2020-09-28,146.729996,148.289993,146.419998,147.110001,141.594559,5843200
2020-09-29,147.600006,147.919998,146.059998,147.059998,141.546432,6768600
2020-09-30,147.449997,149.729996,146.839996,148.880005,143.298218,8487700
2020-10-01,149.309998,149.649994,146.460007,147.320007,141.796692,6457800
2020-10-02,146.210007,148.410004,145.830002,146.240005,140.757187,5485600
2020-10-05,147.000000,148.380005,146.419998,148.229996,142.672577,4992800
2020-10-06,148.279999,148.610001,145.869995,146.259995,140.776428,5118200
2020-10-07,146.490005,148.229996,145.809998,147.880005,142.335693,5603100
2020-10-08,148.500000,149.850006,148.039993,148.889999,143.307846,4413500
2020-10-09,149.649994,151.479996,149.449997,150.970001,145.309845,5054100
2020-10-12,151.600006,153.139999,151.020004,151.839996,146.147247,7273200
2020-10-13,149.000000,150.119995,147.770004,148.360001,142.797699,11057600
2020-10-14,148.820007,149.029999,147.389999,148.100006,142.547455,7706400
2020-10-15,147.479996,147.899994,146.330002,147.190002,141.671555,5978600
2020-10-16,147.600006,148.759995,147.009995,148.100006,142.547455,6097000
2020-10-19,148.529999,148.899994,144.130005,144.320007,138.909180,7250800
2020-10-20,144.660004,145.750000,144.119995,144.550003,139.130569,5325400
2020-10-21,144.119995,145.339996,143.910004,143.929993,138.533783,5221300
2020-10-22,144.160004,145.690002,143.839996,145.080002,139.640686,5279700
2020-10-23,145.880005,147.470001,144.350006,145.240005,139.794708,4154400
2020-10-26,144.429993,144.770004,142.750000,143.970001,138.572281,6929500
2020-10-27,143.740005,144.289993,142.919998,143.149994,137.783035,4890100
2020-10-28,141.429993,141.979996,138.179993,138.360001,133.172638,8426100
2020-10-29,138.000000,138.699997,136.050003,137.190002,132.046494,7205400
2020-10-30,136.679993,137.539993,133.649994,137.110001,131.969482,7364100
2020-11-02,138.979996,139.009995,137.490005,138.690002,133.490250,7088000
2020-11-03,140.020004,140.960007,137.779999,138.500000,133.307373,6363000
2020-11-04,139.490005,142.539993,138.699997,139.399994,134.173615,10263500
2020-11-05,140.550003,141.830002,139.259995,139.759995,134.520142,8016200
2020-11-06,140.399994,143.190002,139.649994,142.250000,136.916794,5942500
2020-11-09,148.429993,148.990005,144.919998,146.080002,140.603195,12351600
2020-11-10,147.250000,148.750000,146.259995,148.279999,142.720703,7386500
2020-11-11,149.169998,149.199997,146.860001,147.800003,142.258698,6382400
2020-11-12,147.610001,148.649994,146.750000,148.300003,142.739975,4710300
2020-11-13,149.089996,150.410004,148.410004,149.899994,144.279968,5893500
2020-11-16,150.919998,151.300003,149.800003,150.850006,145.194351,6266400
2020-11-17,150.000000,150.630005,149.119995,149.350006,143.750595,7297700
2020-11-18,148.869995,149.759995,147.369995,147.369995,141.844818,6661000
2020-11-19,147.300003,147.460007,145.589996,147.139999,141.623444,7987700
2020-11-20,147.050003,147.940002,146.130005,146.360001,140.872696,6354900
2020-11-23,146.009995,146.009995,143.039993,143.869995,139.438278,7318300
2020-11-24,144.000000,144.759995,143.610001,143.869995,139.438278,11034800
2020-11-25,144.059998,144.169998,142.860001,143.679993,139.254120,7594600
2020-11-27,144.500000,144.660004,143.220001,144.000000,139.564270,3059000
2020-11-30,144.229996,144.860001,143.059998,144.679993,140.223312,15663200
2020-12-01,146.289993,149.130005,145.860001,147.449997,142.908005,9738200
2020-12-02,147.850006,149.710007,147.699997,148.139999,143.576767,7745500
2020-12-03,148.039993,149.580002,147.690002,149.000000,144.410263,7310500
2020-12-04,149.789993,150.309998,149.270004,150.270004,145.641144,6747100
2020-12-07,149.350006,149.910004,148.509995,148.970001,144.381195,6634700
2020-12-08,150.000000,152.139999,149.550003,151.550003,146.881699,8339800
2020-12-09,152.830002,153.500000,151.759995,153.100006,148.383957,8440100
2020-12-10,152.820007,152.979996,151.679993,152.250000,147.560120,7392900
2020-12-11,151.529999,153.410004,151.229996,152.949997,148.238571,5977400
2020-12-14,153.250000,153.479996,148.990005,149.070007,144.478119,8547300
2020-12-15,150.000000,150.750000,149.529999,150.570007,145.931900,7612600
2020-12-16,150.199997,150.919998,149.550003,149.669998,145.059616,8486100
2020-12-17,150.089996,153.889999,149.960007,153.619995,148.887939,9920300
2020-12-18,153.649994,155.100006,151.669998,154.509995,149.750519,17137200
2020-12-21,152.009995,153.410004,150.050003,153.020004,148.306412,7893400
2020-12-22,152.399994,153.899994,151.860001,152.720001,148.015671,4699500
2020-12-23,152.800003,153.600006,151.899994,151.940002,147.259705,4607300
2020-12-24,151.850006,153.039993,151.820007,152.470001,147.773361,2114900
2020-12-28,153.320007,153.869995,152.300003,153.190002,148.471191,3855500
2020-12-29,154.110001,154.929993,153.800003,154.139999,149.391937,5212000
2020-12-30,154.740005,156.380005,154.600006,156.050003,151.243073,5412800
2020-12-31,156.529999,157.660004,155.110001,157.380005,152.532120,5099900
2021-01-04,157.240005,157.380005,154.130005,156.500000,151.679230,11765900
2021-01-05,156.250000,158.759995,155.070007,158.339996,153.462540,9602300
2021-01-06,157.240005,160.229996,156.720001,159.830002,154.906662,8230100
2021-01-07,159.000000,161.029999,158.350006,160.369995,155.430023,7747200
2021-01-08,160.509995,161.100006,159.880005,160.039993,155.110184,8228900
2021-01-11,160.559998,161.320007,158.770004,159.369995,154.460815,7066200
2021-01-12,159.149994,159.660004,157.330002,158.130005,153.259018,6903200
2021-01-13,158.229996,158.460007,156.750000,157.889999,153.026413,6643100
2021-01-14,160.449997,161.949997,159.610001,160.649994,155.701370,10030800
2021-01-15,160.300003,161.410004,159.110001,160.300003,155.362167,7630800
2021-01-19,162.000000,163.039993,161.100006,162.779999,157.765793,9057600
2021-01-20,163.199997,164.139999,161.800003,162.380005,157.378098,6839900
2021-01-21,161.320007,162.479996,160.059998,161.729996,156.748108,6818000
2021-01-22,162.360001,165.160004,161.869995,163.550003,158.512070,8137000
2021-01-25,165.009995,166.089996,163.660004,165.979996,160.867188,9924400
2021-01-26,169.699997,173.649994,169.389999,170.479996,165.228577,14205700
2021-01-27,169.119995,170.919998,167.449997,167.880005,162.708694,14207300
2021-01-28,168.199997,170.860001,167.800003,169.160004,163.949265,8944400
2021-01-29,164.259995,166.000000,160.550003,163.130005,158.104980,22505900
2021-02-01,165.309998,165.309998,162.600006,162.710007,157.697952,9971400
2021-02-02,163.380005,163.660004,161.179993,161.250000,156.282928,11443300
2021-02-03,160.940002,161.520004,159.570007,160.500000,155.556030,8601900
2021-02-04,161.000000,162.089996,159.759995,161.990005,157.000137,7758100
2021-02-05,164.860001,165.440002,163.860001,164.449997,159.384323,9495300
2021-02-08,165.029999,165.919998,163.880005,164.919998,159.839859,6035300
2021-02-09,165.199997,166.589996,164.970001,166.270004,161.148285,5544200
2021-02-10,167.889999,167.940002,165.699997,166.809998,161.671631,5921300
2021-02-11,167.000000,167.380005,165.600006,166.059998,160.944733,4871300
2021-02-12,164.399994,166.850006,164.000000,166.580002,161.448746,4413100
2021-02-16,166.580002,167.050003,164.639999,165.070007,159.985245,5656100
2021-02-17,164.970001,166.089996,164.360001,165.660004,160.557083,6676700
2021-02-18,164.960007,166.160004,164.300003,165.740005,160.634613,5189100
2021-02-19,165.600006,165.960007,162.910004,162.979996,157.959595,8190900
2021-02-22,161.869995,162.539993,160.289993,161.869995,157.862091,6447100
2021-02-23,161.479996,163.190002,160.399994,160.440002,156.467514,7042800
2021-02-24,162.399994,164.389999,160.919998,162.589996,158.564255,10286100
2021-02-25,163.130005,163.699997,161.990005,162.759995,158.730057,9719700
2021-02-26,162.000000,162.410004,157.970001,158.460007,154.536514,14417500
2021-03-01,161.449997,161.529999,159.089996,159.320007,155.375244,10551400
2021-03-02,159.779999,160.779999,158.600006,159.020004,155.082687,7610900
2021-03-03,158.250000,158.899994,156.059998,156.220001,152.351990,8499600
2021-03-04,155.990005,156.100006,151.470001,153.070007,149.279984,11033200
2021-03-05,153.979996,156.690002,153.130005,156.100006,152.234970,8331600
2021-03-08,157.000000,159.330002,155.979996,157.399994,153.502777,6546700
2021-03-09,156.889999,160.750000,156.889999,157.699997,153.795349,7461300
2021-03-10,158.820007,159.899994,157.360001,159.149994,155.209427,6635600
2021-03-11,159.539993,160.630005,158.919998,159.139999,155.199677,6305600
2021-03-12,159.279999,160.309998,159.190002,159.600006,155.648315,5474800
2021-03-15,159.750000,160.660004,158.500000,160.419998,156.447998,5524100
2021-03-16,160.460007,161.679993,160.240005,161.369995,157.374481,6369100
2021-03-17,160.830002,161.729996,159.529999,160.770004,156.789337,6001400
2021-03-18,160.210007,161.490005,159.960007,160.470001,156.496765,4801800
2021-03-19,160.690002,161.500000,159.470001,160.039993,156.077408,14891500
2021-03-22,158.309998,160.649994,158.000000,160.500000,156.526031,7544100
2021-03-23,160.210007,161.199997,158.880005,160.350006,156.379745,7178300
2021-03-24,160.100006,162.479996,159.820007,161.910004,157.901123,6370100
2021-03-25,162.440002,162.449997,160.639999,161.970001,157.959610,6269800
2021-03-26,162.089996,165.100006,161.380005,164.929993,160.846329,7619200
2021-03-29,163.830002,167.029999,163.630005,166.039993,161.928848,8535100
2021-03-30,165.020004,165.660004,164.229996,165.009995,160.924347,7236300
2021-03-31,164.960007,165.389999,163.699997,164.350006,160.280701,8281500
2021-04-01,162.600006,163.839996,162.259995,162.830002,158.798355,7229700
2021-04-05,163.639999,164.750000,162.660004,163.429993,159.383453,7387100
2021-04-06,164.080002,164.520004,163.000000,163.389999,159.344467,5074200
2021-04-07,163.550003,164.279999,163.320007,163.610001,159.559036,4608000
2021-04-08,164.000000,164.110001,162.850006,162.970001,158.934845,5039400
2021-04-09,162.119995,162.929993,159.779999,161.250000,157.257462,8418300
2021-04-12,161.089996,162.080002,160.339996,161.639999,157.637787,5022800
2021-04-13,156.860001,159.929993,156.529999,159.479996,155.531265,18424100
2021-04-14,157.830002,160.110001,157.539993,159.919998,155.960358,7718300
2021-04-15,160.720001,162.389999,160.229996,160.389999,156.418747,7524600
2021-04-16,161.339996,162.509995,160.559998,162.240005,158.222946,9049400
2021-04-19,162.500000,163.110001,160.839996,162.690002,158.661804,8353500
2021-04-20,161.000000,167.789993,161.000000,166.479996,162.357941,14050700
2021-04-21,166.369995,166.910004,165.289993,166.589996,162.465240,6333200
2021-04-22,165.839996,166.279999,164.619995,165.179993,161.090118,7233000
2021-04-23,164.529999,166.059998,164.000000,165.520004,161.421722,6015300
2021-04-26,165.210007,165.410004,163.759995,164.119995,160.056381,6027800
2021-04-27,163.759995,163.910004,162.470001,163.179993,159.139648,6217700
2021-04-28,162.860001,163.199997,161.649994,161.979996,157.969376,7448000
2021-04-29,161.899994,164.259995,161.809998,164.199997,160.134415,6394300
2021-04-30,164.149994,164.330002,162.520004,162.729996,158.700806,9079100
2021-05-03,163.600006,165.320007,163.119995,165.210007,161.119400,6594100
2021-05-04,164.830002,167.850006,164.669998,167.770004,163.616013,10179500
2021-05-05,167.500000,168.399994,166.789993,167.070007,162.933350,7792300
2021-05-06,166.789993,167.889999,166.240005,167.740005,163.586761,5529900
2021-05-07,168.300003,169.179993,167.830002,168.500000,164.327927,5316200
2021-05-10,169.899994,171.529999,169.229996,170.270004,166.054108,8357500
2021-05-11,170.649994,170.869995,168.279999,168.880005,164.698532,8217900
2021-05-12,168.539993,169.800003,167.949997,168.199997,164.035370,6758300
2021-05-13,166.970001,170.699997,166.970001,169.960007,165.751785,8018600
2021-05-14,171.479996,171.610001,170.169998,170.220001,166.005371,5797700
2021-05-17,170.399994,171.889999,170.309998,170.389999,166.171158,5722600
2021-05-18,169.979996,171.369995,169.529999,170.449997,166.229660,5846000
2021-05-19,169.910004,170.160004,168.039993,170.080002,165.868820,5533800
2021-05-20,169.940002,171.589996,169.690002,171.070007,166.834320,4853200
2021-05-21,171.330002,172.740005,170.869995,170.960007,166.727036,6501800
2021-05-24,170.899994,171.350006,169.770004,170.550003,167.364899,5195100
2021-05-25,170.669998,171.029999,169.740005,170.080002,166.903671,7444700
2021-05-26,170.000000,170.080002,168.279999,169.070007,165.912537,5726400
2021-05-27,169.259995,170.169998,168.380005,168.809998,165.657364,8114700
2021-05-28,169.520004,171.009995,169.169998,169.250000,166.089157,6400800
2021-06-01,170.149994,170.199997,165.380005,165.529999,162.438629,10448400
2021-06-02,165.300003,166.729996,165.110001,166.199997,163.096130,6806000
2021-06-03,165.889999,167.149994,165.710007,166.039993,162.939117,5808800
2021-06-04,167.009995,167.570007,165.869995,165.970001,162.870422,6510300
2021-06-07,166.000000,166.320007,164.630005,164.839996,161.761520,5362800
2021-06-08,165.279999,165.660004,162.070007,163.389999,160.338608,7746800
2021-06-09,163.990005,165.779999,163.660004,165.589996,162.497513,5552600
2021-06-10,166.000000,167.580002,165.949997,167.080002,163.959686,6463100
2021-06-11,167.070007,167.080002,164.220001,164.960007,161.879288,7389900
2021-06-14,164.500000,165.460007,163.899994,165.369995,162.281616,4931300
2021-06-15,165.229996,165.860001,164.389999,164.490005,161.418060,5062900
2021-06-16,164.800003,165.750000,163.479996,164.429993,161.359161,6988500
2021-06-17,164.190002,165.699997,163.500000,165.220001,162.134415,5874700
2021-06-18,163.270004,164.190002,161.789993,161.979996,158.954941,12993000
2021-06-21,162.770004,164.259995,162.250000,163.839996,160.780197,6592300
2021-06-22,163.710007,164.039993,163.279999,163.619995,160.564316,5627800
2021-06-23,163.690002,163.690002,162.479996,162.630005,159.592789,4493400
2021-06-24,163.270004,164.199997,162.800003,163.369995,160.318970,4549200
2021-06-25,162.940002,164.779999,162.889999,164.210007,161.143295,10963800
2021-06-28,164.440002,165.070007,163.520004,164.020004,160.956848,5604000
2021-06-29,164.000000,164.639999,163.410004,164.029999,160.966644,3749500
2021-06-30,164.000000,164.970001,163.669998,164.740005,161.663391,6151700
2021-07-01,164.740005,166.009995,164.630005,165.960007,162.860626,6320200
2021-07-02,166.020004,169.300003,165.639999,168.979996,165.824203,9059900
2021-07-06,167.910004,168.860001,166.990005,167.970001,164.833084,6098500
2021-07-07,167.479996,169.500000,167.479996,169.410004,166.246170,6293500
2021-07-08,168.699997,169.460007,167.580002,169.080002,165.922348,5755500
2021-07-09,169.369995,170.369995,169.240005,169.750000,166.579834,6120900
2021-07-12,169.729996,171.179993,168.539993,169.479996,166.314850,7840500
2021-07-13,168.970001,169.759995,168.669998,169.270004,166.108780,4691200
2021-07-14,170.000000,170.830002,169.039993,170.419998,167.237305,6162900
2021-07-15,169.300003,169.899994,167.720001,168.369995,165.225601,6656900
2021-07-16,168.339996,169.089996,167.949997,168.100006,164.960632,5834900
2021-07-19,166.479996,168.190002,165.320007,166.880005,163.763443,8219700
2021-07-20,166.899994,170.809998,166.839996,168.449997,165.304108,9902800
2021-07-21,169.300003,169.690002,167.479996,169.490005,166.324677,7585200
2021-07-22,169.360001,171.070007,168.649994,169.979996,166.805527,5281900
2021-07-23,171.000000,172.179993,170.380005,171.789993,168.581726,5014900
2021-07-26,171.820007,172.139999,170.860001,171.869995,168.660233,4484900
2021-07-27,171.800003,172.720001,170.669998,172.660004,169.435486,7089300
2021-07-28,172.729996,173.380005,172.080002,172.179993,168.964447,5750700
2021-07-29,172.740005,173.339996,171.089996,172.179993,168.964447,4214100
2021-07-30,172.539993,172.979996,171.839996,172.199997,168.984070,5346400
2021-08-02,172.470001,172.839996,171.300003,172.270004,169.052780,3721500
2021-08-03,172.729996,174.500000,172.440002,174.389999,171.133163,6033000
2021-08-04,174.199997,174.589996,173.259995,173.360001,170.122406,4793100
2021-08-05,173.850006,173.850006,172.419998,173.690002,170.446243,4291000
2021-08-06,173.940002,173.940002,172.449997,173.110001,169.877075,4581100
2021-08-09,173.720001,174.250000,172.929993,173.710007,170.465866,3950200
2021-08-10,173.259995,174.110001,172.779999,173.770004,170.524750,3678300
2021-08-11,174.250000,174.470001,173.559998,173.800003,170.554199,4221300
2021-08-12,173.820007,175.289993,173.589996,175.199997,171.928040,4300400
2021-08-13,175.289993,176.289993,175.119995,176.250000,172.958435,5882100
2021-08-16,176.550003,177.889999,175.949997,177.839996,174.518738,4782800
2021-08-17,177.309998,179.509995,177.309998,179.470001,176.118301,6041900
2021-08-18,179.500000,179.500000,177.130005,177.190002,173.880890,7134100
2021-08-19,176.619995,179.330002,176.070007,178.570007,175.235123,5615000
2021-08-20,178.889999,179.919998,178.070007,179.440002,176.088867,5428700
2021-08-23,178.389999,178.929993,177.539993,177.610001,175.328735,6461700
2021-08-24,176.990005,177.210007,175.279999,175.389999,173.137253,5734800
2021-08-25,175.690002,175.899994,173.889999,174.229996,171.992157,5700300
2021-08-26,173.949997,174.720001,173.050003,173.300003,171.074097,5031600
2021-08-27,174.279999,174.279999,172.750000,172.929993,170.708847,7046100
2021-08-30,172.789993,174.279999,172.779999,173.660004,171.429489,3252700
2021-08-31,173.490005,174.490005,172.479996,173.130005,170.906296,7106800
2021-09-01,172.899994,173.740005,172.059998,173.740005,171.508469,5327400
2021-09-02,174.339996,175.190002,173.910004,174.929993,172.683151,4544300
2021-09-03,175.100006,175.220001,173.809998,175.039993,172.791748,4096900
2021-09-07,174.350006,175.029999,171.669998,172.320007,170.106689,6859900
2021-09-08,171.619995,172.979996,171.080002,171.899994,169.692078,4661700
2021-09-09,171.190002,171.479996,167.699997,168.070007,165.911285,7114600
2021-09-10,168.550003,169.089996,166.869995,166.970001,164.825409,6699300
2021-09-13,167.919998,168.119995,165.130005,165.800003,163.670441,6273500
2021-09-14,166.399994,166.539993,164.509995,164.800003,162.683273,5259600
2021-09-15,165.000000,165.960007,164.309998,165.419998,163.295319,7935300
2021-09-16,165.649994,166.460007,164.190002,165.220001,163.097885,5665400
2021-09-17,164.300003,164.910004,163.559998,164.750000,162.633926,13419800
2021-09-20,163.479996,165.169998,162.169998,163.809998,161.705994,7270800
2021-09-21,164.610001,165.979996,164.240005,164.529999,162.416733,6663600
2021-09-22,165.350006,165.949997,163.630005,163.929993,161.824448,5657100
2021-09-23,164.399994,165.770004,164.149994,164.860001,162.742508,4697900
2021-09-24,164.750000,165.649994,163.889999,164.360001,162.248932,4399300
2021-09-27,164.000000,164.360001,162.850006,163.169998,161.074203,5775500
2021-09-28,163.100006,163.910004,161.770004,162.809998,160.718842,7610400
2021-09-29,163.000000,164.660004,162.779999,164.020004,161.913300,5124100
2021-09-30,164.639999,165.399994,161.410004,161.500000,159.425674,6972300
2021-10-01,161.529999,161.899994,158.619995,160.470001,158.408890,8568300
2021-10-04,159.990005,161.000000,157.669998,159.220001,157.174957,8620700
2021-10-05,159.860001,161.110001,159.149994,159.580002,157.530319,5129000
2021-10-06,159.869995,159.949997,157.839996,159.910004,157.856094,7312600
2021-10-07,160.020004,162.610001,160.020004,161.339996,159.267715,5309200
2021-10-08,161.320007,161.610001,160.250000,160.929993,158.862976,4343200
2021-10-11,160.860001,161.850006,159.940002,160.250000,158.191727,4101600
2021-10-12,160.000000,160.179993,157.339996,157.690002,155.664612,6686400
2021-10-13,157.820007,160.080002,157.750000,159.199997,157.155212,6901100
2021-10-14,159.710007,161.139999,159.600006,160.110001,158.053513,4579200
2021-10-15,161.029999,161.809998,160.410004,161.300003,159.228241,6918400
2021-10-18,160.250000,160.889999,159.199997,160.119995,158.063385,7465500
2021-10-19,160.899994,165.149994,160.729996,163.869995,161.765213,10081300
2021-10-20,163.979996,164.750000,163.259995,163.779999,161.676376,6003200
2021-10-21,164.300003,164.389999,162.279999,163.399994,161.301254,4524100
2021-10-22,163.059998,164.059998,162.960007,163.720001,161.617157,4304300
2021-10-25,163.720001,164.309998,161.710007,164.080002,161.972519,6715400
2021-10-26,164.559998,166.029999,164.050003,165.750000,163.621078,6939100
2021-10-27,165.679993,165.759995,163.309998,163.740005,161.636887,7018800
2021-10-28,163.770004,165.199997,162.320007,162.850006,160.758331,6278800
2021-10-29,162.350006,163.250000,160.610001,162.880005,160.787949,8526800
